row_id,Y
2933,4.20011109643151
734,4.200427180688397
1139,4.200159449094893
9394,4.2185502008453994
7393,4.2000850588335235
7900,4.407737530623903
5095,4.252507250877484
8763,4.213345075607312
9632,4.204169815045421
973,4.279548168475702
4469,4.226051726038805
3569,4.282237712412462
2090,4.2092013519333324
3671,4.206652615096632
6762,4.202013079916573
1713,4.202309203648051
10032,4.2028510348884405
2767,4.339866948732985
5103,4.2001487560318
1643,4.251395703063196
8806,4.209445925875293
10789,4.305201430158038
2047,4.20010830674771
7975,4.214005244557847
9697,4.200558215738817
10635,4.200090173447589
3202,4.201343383706315
8313,4.37270966109935
1688,4.495000512300804
10164,4.201489999499612
3134,4.200146896358933
9100,4.204283434364917
984,4.206443723291474
6376,4.2008271695071455
6820,4.2507772332672165
8263,4.200776081854691
346,4.200099937592676
8855,4.409527297820446
38,4.201437110450373
1482,4.200210122417907
5460,4.201486288135797
3749,4.20032075252265
1153,4.200087848625436
9008,4.20008319896862
9066,4.47538431131354
3767,4.200083198960679
6132,4.20021709546799
7810,4.255773875865497
9794,4.200132948579964
2197,4.37356584973146
8753,4.200120860283454
1885,4.208394560065616
5074,4.2237801735582
10459,4.341132994855233
3926,4.200168282342402
10362,4.492108738841578
3060,4.24409989144517
6966,4.210757773769615
8173,4.20008505883082
5362,4.305709057470321
7413,4.270978681084788
2543,4.200955334566556
327,4.202537108506739
2360,4.200255678338081
4937,4.200284032939788
3582,4.200085988763747
4539,4.200134343378932
4506,4.200128299252212
8661,4.390848365942074
2713,4.211395730685846
10303,4.216983105300296
12,4.200178045284163
8749,4.202953790268305
9171,4.200085988763928
1138,4.200542418649083
3734,4.20501775684018
8596,4.201359624497285
32,4.209596101625584
2890,4.201587414913622
48,4.217719550998759
6180,4.212471443944153
10440,4.330270115196966
4699,4.272386980596967
3575,4.45933645545311
1284,4.400082413230619
3592,4.210532476199508
3859,4.490606091322863
10112,4.431378613569368
8053,4.2168474610649955
6609,4.270400516226255
8971,4.200122255072724
5582,4.200205473630019
3045,4.4289149002381265
4404,4.4183701691858746
7609,4.201584631820859
3973,4.235572916437911
4311,4.201211585554976
1821,4.203991029877526
6700,4.20013155378375
7003,4.20008505883078
923,4.200178510176914
6911,4.206204375660766
3094,4.200083663929174
8953,4.200372807004615
2910,4.2000864537278515
3772,4.200656706225733
7304,4.254776698643042
10839,4.338204056125643
9690,4.200091568331606
569,4.246134633651469
4132,4.200154335050485
1747,4.200663209771857
2662,4.4913018752416365
7651,4.20985653069323
1698,4.200342132578251
3730,4.20042206883617
8864,4.200905186180067
4168,4.214740468484904
5465,4.502117490883574
2831,4.200312851035179
8591,4.202450496036786
3801,4.202452348825456
9403,4.49981089499532
1158,4.21164077629379
6178,4.200309132647126
3174,4.2048756688510585
2248,4.268469407534126
7664,4.248150135059325
3130,4.200888004761778
8373,4.213300492079273
7592,4.49070261969922
9831,4.20009993760019
349,4.338701601005777
5655,4.208768752700521
9002,4.201835523180115
9228,4.381449777180043
6985,4.2008267050599555
7065,4.211541766306333
4075,4.394009145907254
9870,4.202818630994514
7839,4.205988882255403
1699,4.200086918713023
2064,4.263387430124199
10767,4.200141317284431
7837,4.200214306239058
10206,4.206674236350976
9462,4.399773838517911
9207,4.2000976128051555
6476,4.215349655250094
6017,4.200165492938133
1696,4.20295240179717
4662,4.2728714841060995
4616,4.200462497811738
4125,4.200085988771602
6682,4.200329118735126
250,4.289250180821853
5584,4.20198526760039
6760,4.20103704924124
2004,4.490762203347772
8695,4.202160000948287
4264,4.200115280943899
9864,4.219326075397112
3155,4.201809557610788
597,4.200917259289811
1360,4.200084128896339
1352,4.446272260665992
5934,4.203457599224185
9026,4.200086453730029
7218,4.200420674680486
8127,4.3302405880699295
10025,4.200738924581283
8424,4.200120395318117
6009,4.2004750441995515
3587,4.200093893138109
3855,4.308350133449303
2362,4.200119000471574
3496,4.200312851035179
524,4.200160843830481
3670,4.20337805348089
1570,4.200519186884516
8271,4.200087383668497
3891,4.472423390186751
8844,4.20008366393675
1210,4.214607932895365
358,4.201655132826421
102,4.201860096720235
428,4.218243076501757
8709,4.428791304973603
1946,4.200101797428261
1209,4.368334003181548
10737,4.200110166533422
7280,4.200402085729357
1468,4.414771857137596
3102,4.219165309423643
335,4.202610742729293
365,4.333083951575015
6252,4.217845962686025
2318,4.460773850177558
2138,4.3153908160609165
633,4.268433424313241
4663,4.200246381488309
4449,4.200088778554806
2661,4.200099937592921
790,4.279212322481561
2193,4.206448325182207
1166,4.278880605311085
2585,4.20009807777441
5102,4.200082733994009
2974,4.205176874633903
5507,4.200109701585615
3142,4.200108771691952
1677,4.201159601143128
3207,4.290569654489402
4059,4.2213437377991125
7098,4.203735466166574
668,4.397843661626195
331,4.201619883307576
555,4.262275190182503
8222,4.202478750619663
3343,4.200084593871705
1962,4.292037636843899
4861,4.201284449254858
2117,4.228967697894836
6935,4.203207365440177
8469,4.20076493490438
5691,4.201360088515532
8653,4.231009987896551
10208,4.21568233052506
2649,4.257237514993788
9977,4.201650958617532
8516,4.202343024099687
6811,4.2000887785632095
2215,4.2327256200313315
7608,4.203258715596778
7536,4.204393800466745
2892,4.200086918693452
8018,4.203174980262356
5968,4.200110631483591
7887,4.201328534605125
4372,4.27505687225254
3078,4.200164563083997
10464,4.467724314188882
2107,4.200089243518181
4035,4.204160576778081
4610,4.201906922859895
473,4.200084593864163
5478,4.200113421163632
9942,4.217153519893646
9867,4.200695726460034
6217,4.200138062801398
4966,4.200917259289811
3244,4.200083198961333
3491,4.200096682893555
233,4.281722351749702
222,4.242325122067799
405,4.200113886110991
2916,4.201627768266653
4990,4.204829529322548
1240,4.391304808810778
4613,4.21172334803591
2622,4.401023426192629
3837,4.200894970243498
8946,4.200272877199724
7751,4.27441663840141
9272,4.200099007679928
6295,4.200083198969519
5929,4.492612819007279
10800,4.200095288025256
